sno,sna,sarea,ar,lat,lng,tot,bemp,act,00:00,00:10,00:20,00:30,00:40,00:50,01:00,01:50,02:00,02:10,02:20,02:30,02:40,02:50,03:00,03:10,03:20,03:30,03:40,03:50,04:00,04:10,04:20,04:30,04:40,04:50,05:00,05:10,05:20,05:30,05:40,05:50,06:00,06:10,06:20,06:30,06:40,06:50,07:00,07:10,07:20,07:40,07:50,08:00,08:10,08:20,08:30,08:40,08:50,09:00,09:10,09:20,09:30,09:40,09:50,10:00,10:10,10:20,10:30,10:40,10:50,11:00,11:10,11:20,11:30,11:40,11:50,12:00,12:10,12:20,12:30,12:40,13:00,13:10,13:20,13:30,13:40,13:50,14:00,14:10,14:20,14:30,14:40,14:50,15:00,15:10,15:20,15:30,15:40,15:50,16:00,16:10,16:20,16:30,16:40,16:50,17:00,17:10,17:20,17:30,17:40,17:50,18:00,18:10,18:20,18:30,18:50,19:00,19:10,19:20,19:30,19:40,19:50,20:00,20:10,20:20,20:30,20:40,20:50,21:00,21:10,21:20,21:30,21:40,21:50,22:00,22:10,22:20,22:30,22:40,22:50,23:00,23:10,23:20,23:30,23:40,23:50
501210015,YouBike2.0_仁昌里公園,楠梓區,德民路694號旁,22.72223,120.29432,15,1,1,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15,15,14,14,14,14,14,14,14,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,14,14,13,13,13,13,12,12,12,14,15,14,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,10
501210016,YouBike2.0_德民藍昌路口東側,楠梓區,德民路828號前,22.72198,120.29105,15,4,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,15,15,14,14,14,14,14,14,14,14,14,14,15,14,14,14,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8
501210017,YouBike2.0_加昌國小(智群路側),楠梓區,智群路49號(對側人行道),22.71991,120.29794,14,11,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
501210018,YouBike2.0_榮新加昌路口南側,楠梓區,榮新街17號(對側人行道),22.71437,120.29733,14,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,10,10,10,10,9,9,9,8,8,8,5,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,8,8,10,10,12,12,13,14,13,13,14,14,14,14,14,14,14,13,13,13,7,7,7,7,7,7,7,7,7,7,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10
501210019,YouBike2.0_捷運都會公園站(3號出口),楠梓區,高楠公路1858號旁,22.73046,120.321,25,25,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,5,7,7,15,15,25,25,25,25,25,25,25,25,22,12,12,12,12,12,12,12,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,11,11,12,11,11,11,11,11,11,12,21,21,21,21,17,17,17,17,17,17,22,19,19,19,19,19,0,0,1,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,17,17,17,17,10,8,8,8,8,8,8,8,8
501210020,YouBike2.0_高雄都會公園(德民路側),楠梓區,德民路115號(對側人行道),22.73099,120.31599,15,4,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,14,14,14,14,14,15,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9
501210021,YouBike2.0_後勁公園,楠梓區,海專路/金和街口東北側,22.72369,120.31642,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501210022,YouBike2.0_楠梓和平公園,楠梓區,瑞屏路30巷1-7號(對側人行道),22.72233,120.31245,15,6,1,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,2,7,7,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,10,10,10,9,11,11,12,13,13,13,13,13,14
501210023,YouBike2.0_捷運楠梓科技園區站(2號出口),楠梓區,宏毅二路北八巷5號(前人行道),22.71834,120.30671,22,10,1,12,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
501210024,YouBike2.0_翠屏里活動中心(德賢路530巷口),楠梓區,德賢路530巷37號(對側人行道),22.72715,120.30192,25,9,1,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,16,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,16,16,15,15,15,15,15,15,15,15,19,18,18,20,21,21,21,21,21
501210025,YouBike2.0_普同精舍,楠梓區,德豐街225號(旁公園),22.72754,120.29801,24,18,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5
501210026,YouBike2.0_德民路356巷德賢路口西北側,楠梓區,德賢路380巷26號旁,22.72677,120.30450,15,4,1,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,6,6,5,5,0,6,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,2,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,6,6,11,15,15,15,13,14,15,14,14,15,14,14,15,15,15,15,14,15,13,13,7,7,7,7,7,7,7,7,7,7,6,6,6,6,8,8,8,8
501210027,YouBike2.0_楠梓高中,楠梓區,清豐路19號(前人行道),22.74456,120.33130,61,51,1,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,22,41,55,55,55,60,60,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,48,41,41,41,41,41,25,25,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
501210028,YouBike2.0_清豐公園,楠梓區,常德路107號(對側人行道),22.73525,120.33663,15,0,1,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,12,9,7,7,7,11,11,11,11,13,13,13,13,13,13,12,12,12,12,12,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,9,9,11,11,11,11,15,15,14,14,15,15,14,14,2,2,1,1,1,1,1,1,1,1,5,5,6,6,6,6,8,9,9,9,9,9,9,9,8,8
501210029,YouBike2.0_清豐公有停車場,楠梓區,清豐三路395號(對側人行道),22.73786,120.32761,13,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,6,6,6,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,7
501210030,YouBike2.0_幸福新城,楠梓區,藍昌路359號(對側人行道),22.72337,120.29130,16,9,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9
501210031,YouBike2.0_秀群加宏路口東側,楠梓區,秀群路579號(對側人行道),22.71873,120.29880,18,14,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
501210032,YouBike2.0_右昌元帥府,楠梓區,右昌街168號(對側人行道),22.71077,120.2894,15,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,10,10,7,7
501210033,YouBike2.0_右昌國中,楠梓區,盛昌街161號(前人行道),22.71328,120.28675,14,4,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,12,14,14,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,14,14,14,13,12,13,14,14,14,12,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,1,1,1,1,1,1,1,1,0,0,0,0,3,3,3,1,1,1,1,1,1,0,0,0,3,4,4,4
501210034,YouBike2.0_捷運楠梓科技園區站(1號出口),楠梓區,捷運楠梓加工出口區站1號出口(西側),22.71857,120.30616,42,34,1,8,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,10,13,15,19,16,15,10,10,10,3,1,1,0,4,0,3,2,0,0,14,29,31,32,31,27,29,30,32,32,28,28,27,27,27,28,28,28,28,26,26,27,27,27,23,22,22,22,22,22,20,15,17,15,15,16,16,15,15,15,15,14,20,17,17,13,13,13,25,25,18,19,19,19,20,17,17,17,17,17,17,8,18,22,22,22,22,22,22,22,5,5,9,9,9,0,8,16,17,7,6,5,5,3,2,2
501210035,YouBike2.0_加昌國小,楠梓區,壽民路40號(對面人行道),22.72149,120.29659,19,12,1,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,11,11,11,11,11,11,11,8,7,7,7,7,7,7,5,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
501210036,YouBike2.0_捷運都會公園站(4號出口),楠梓區,高楠公路/監理南街(南側人行道),22.73021,120.32053,27,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,7,7,10,10,22,22,22,22,24,24,25,25,25,25,25,25,25,25,25,25,25,22,22,22,22,22,22,22,23,23,23,23,23,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,9,9,9,9,9,9,9,9,9,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
501210037,YouBike2.0_國立高雄科技大學第一校區,楠梓區,卓越路校門口(西北側人行道),22.75270,120.33139,20,6,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,19,19,19,12,12,16,16,16,16,16,16,16,16,16
501210038,YouBike2.0_高雄市立圖書館右昌分館,楠梓區,藍昌路72號(前人行道),22.71558,120.29021,17,11,1,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,15,15,15,15,15,15,15,15,15
501210039,YouBike2.0_高雄大學,楠梓區,高雄大學路/大學南路口(西北側),22.73263,120.28425,29,14,1,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,3,1,4,0,0,0,0,1,0,0,0,1,1,1,1,1,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,6,7,4,5,5,5,5,5,1,7,7,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,5,5,6,5,5,5,5,6,6,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1
501210040,YouBike2.0_市立中山高級中學(藍田路側),楠梓區,藍田路/藍昌路口(東北側人行道),22.72736,120.29195,52,50,1,2,2,2,2,2,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,12,17,26,26,26,26,26,26,50,50,50,48,44,44,44,49,49,49,48,48,48,48,48,48,48,46,46,46,46,46,46,46,46,46,46,46,46,46,46,48,48,48,48,48,48,48,48,48,48,48,48,43,43,44,44,44,44,37,37,37,37,37,37,37,37,37,37,37,37,8,8,10,10,10,9,9,9,9,9,9,9,9,11,11,11,10,10,10,10,10,10,10,10,10,10,10
501210041,YouBike2.0_高雄市區監理所,楠梓區,德民路71號(前人行道),22.73113,120.31704,15,8,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8
501210042,YouBike2.0_德賢德惠路口西北側,楠梓區,德賢路/德惠路口(西北側人行道),22.72623,120.30250,38,10,1,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,31,31,31,30,28,26,25,25,24,23,23,23,22,22,19,19,19,16,14,14,14,14,14,14,14,0,0,2,2,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,33,38,37,37,29,29,29,29,29,27,27,23,23,25,25,24,23,23,24,25,26,26,25,25
501210043,YouBike2.0_捷運後勁站(1號出口),楠梓區,加昌路178號,22.72254,120.31640,25,20,1,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,4,7,8,8,8,8,8,16,21,21,21,11,10,10,10,8,5,5,5,5,4,4,4,4,7,7,7,8,8,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,2,7,7,7,7,11,11,11,5,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5
501210044,YouBike2.0_臺灣高雄少年及家事法院(常順街),楠梓區,常順街89號(前人行道),22.73261,120.33512,16,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
501210045,YouBike2.0_清豐土庫路口,楠梓區,清豐一路/土庫一路口(北側人行道),22.73629,120.33146,16,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5
501210046,YouBike2.0_七號公園(加宏路側),楠梓區,加宏路/加宏路117巷(西南側),22.71768,120.29551,20,4,1,16,16,16,16,17,17,17,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,13,13,13,13,9,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,9,9,9,9,9,9,14,14,14,14,14,16,16,17,17,16,16,18,18,18,18,18,19
501210047,YouBike2.0_國昌國中,楠梓區,德民路1010號(前人行道),22.71917,120.28600,28,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,8,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,19,19,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,19,19,22,22,22,22,22,22,22,19,19,19,19,19,19,19,3,3,3,3,3,4,4,4,4,4,4,4,12,12,12,12,12,12,12,0,0,1,1,2,2,2,2,2,1,1,1,1,1,1,3,3
501210048,YouBike2.0_捷運油廠國小站(1號出口),楠梓區,後昌路/左楠路口(西南側人行道),22.70783,120.30205,21,19,1,2,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,7,8,11,11,11,11,11,21,19,21,19,19,21,21,20,20,19,19,17,18,18,17,17,17,17,18,18,18,18,17,18,18,20,20,20,20,20,20,20,20,20,20,21,21,20,20,20,20,20,20,19,14,14,13,12,12,12,12,12,10,10,10,10,10,10,10,0,1,4,4,4,2,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2
501210049,YouBike2.0_翠屏兒童遊戲場,楠梓區,德惠路151巷/加仁路87巷口西北側,22.72849,120.30123,10,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,9,10,9,8,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,6
501210050,YouBike2.0_楠梓車站,楠梓區,建楠路229 號(機車停車場旁),22.72691,120.32452,30,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,8,12,14,18,18,22,20,20,20,29,29,14,9,9,9,9,6,6,4,7,7,7,9,11,11,11,12,12,13,19,19,20,22,22,22,22,22,22,22,22,22,22,22,21,21,23,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,20,20,24,24,24,24,22,22,22,22,20,20,20,7,7,5,5,5,5,5,6,6,6,6,6,6,6,6,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4
501210051,YouBike2.0_高雄大學理學院南側,楠梓區,高雄大學理學院南側,22.73514,120.28590,32,30,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,7,14,14,31,29,29,25,30,28,29,32,29,29,29,29,29,29,27,27,22,29,29,27,1,8,14,31,27,26,26,26,26,26,22,22,23,18,22,16,14,22,22,19,17,11,9,9,9,5,5,4,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
501210052,YouBike2.0_高雄大學社科院西側,楠梓區,高雄大學人文社會科學院西側,22.73591,120.28088,17,4,1,12,12,12,8,8,8,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,11,11,16,12,11,13,13,11,1,2,7,9,8,7,7,7,3,0,0,0,0,0,1,1,4,12,16,10,10,10,10,10,14,16,16,16,16,16,13,14,13,13,13,12,14,5,5,2,2,8,8,5,5,5,5,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,2,2,2,2,2,2,2,2
501210053,YouBike2.0_高雄大學第一宿舍東側,楠梓區,高雄大學學生第一宿舍東側,22.73584,120.27799,43,7,1,34,34,38,41,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,30,27,29,3,1,1,1,3,3,3,2,1,1,1,2,2,2,1,6,8,21,19,19,28,33,35,18,6,2,4,2,2,2,2,2,2,3,1,2,3,16,26,30,19,16,24,40,42,32,32,29,29,38,32,32,28,25,18,18,14,6,6,0,2,6,6,13,13,9,12,12,26,26,26,26,36,41,39,42,41,30,29,27,26,27,25,25,34,32,35,35
501210054,YouBike2.0_高雄大學(大學西路側),楠梓區,大學西路819號(對面),22.73210,120.27641,33,9,1,22,22,21,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,22,22,22,21,21,21,21,21,21,21,21,20,18,22,19,21,27,23,25,23,21,15,5,11,17,17,15,17,15,17,19,22,28,28,18,28,26,28,21,11,10,10,10,8,12,6,11,11,15,14,13,19,15,23,23,23,23,23,21,33,32,33,33,32,23,10,9,17,21,23,23,23,23,23,23,23,23,15,14,12,12,12,8,5,5,11,11,11,11,13,13,13,13,15,18,19,20,18,19,19,21,20,20
